,actual,forecast,error,abs_error,squared_error,abs_percentage_error
2010-03-01,16088.220000000003,16103.88784719468,-15.667847194676142,15.667847194676142,245.48143571572106,0.000973870769710766
2010-04-01,13804.620000000003,13467.810702589348,336.80929741065484,336.80929741065484,113440.50282225895,0.024398302699433577
2010-05-01,16424.34,15498.10812393503,926.2318760649705,926.2318760649705,857905.4882388349,0.05639385668251939
2010-06-01,17871.67,16894.7194614103,976.9505385896991,976.9505385896991,954432.3548507033,0.05466475928604877
2010-07-01,15447.939999999999,16929.517882111635,-1481.5778821116364,1481.5778821116364,2195073.020762402,0.0959077962570826
2010-08-01,16261.22,16621.834062990725,-360.61406299072587,360.61406299072587,130042.5024266792,0.02217632274766136
2010-09-01,17924.81,16984.663608959963,940.146391040038,940.146391040038,883875.236585608,0.05244944805775001
2010-10-01,16980.76,16603.29729424972,377.46270575027665,377.46270575027665,142478.09423231994,0.02222884639735069
2010-11-01,17458.64,17968.298101060165,-509.6581010601658,509.6581010601658,259751.37997625416,0.029192314009577253
2010-12-01,16967.75,17215.366329174398,-247.61632917439783,247.61632917439783,61313.846473803744,0.014593350867050601
2011-01-01,16095.45,15537.846807971835,557.6031920281657,557.6031920281657,310921.31975999946,0.0346435291978892
2011-02-01,18068.19,17295.633769207387,772.556230792612,772.556230792612,596843.1297364876,0.04275780976360178
2011-03-01,20896.270000000004,19586.377503695756,1309.8924963042482,1309.8924963042482,1715818.3518741748,0.06268546952658288
2011-04-01,17108.860000000004,17547.82895737561,-438.9689573756041,438.9689573756041,192693.7455394249,0.02565740542476845
2011-05-01,18998.56,20153.857908375347,-1155.2979083753453,1155.2979083753453,1334713.2570964477,0.0608097618122292
2011-06-01,20129.190000000006,19299.863275224412,829.3267247755939,829.3267247755939,687782.8164270137,0.04120020352411566
2011-07-01,20183.810000000005,19239.339169647315,944.4708303526895,944.4708303526895,892025.1493870988,0.04679348598469215
2011-08-01,20792.670000000002,20397.85973311703,394.8102668829706,394.8102668829706,155875.14683620248,0.01898795425902352
2011-09-01,20645.640000000003,21904.048832999917,-1258.408832999914,1258.408832999914,1583592.7909722056,0.06095276450620634
2011-10-01,17113.210000000003,20167.44111722215,-3054.231117222149,3054.231117222149,9328327.717408055,0.17847213452193647
2011-11-01,15374.900000000003,17713.778780865963,-2338.87878086596,2338.87878086596,5470353.951585039,0.1521231865485928
2011-12-01,15992.280000000004,15114.641501394846,877.638498605158,877.638498605158,770249.3342339159,0.0548788852249434
2012-01-01,15666.690000000004,14421.083768587487,1245.6062314125174,1245.6062314125174,1551534.883733694,0.07950666231428062
2012-02-01,18810.840000000004,16606.212449019597,2204.6275509804072,2204.6275509804072,4860382.638541868,0.11719984599201348
2012-03-01,19860.610000000004,20605.9107580514,-745.300758051395,745.300758051395,555473.219951984,0.037526579397681885
2012-04-01,16782.170000000002,17179.574021953136,-397.40402195313436,397.40402195313436,157929.9566645273,0.023680133257685646
2012-05-01,20703.390000000003,19796.04995706659,907.3400429334142,907.3400429334142,823265.9535104099,0.043825675067388194
2012-06-01,19622.290000000005,20027.99658302493,-405.70658302492666,405.70658302492666,164597.83150976172,0.020675802010108227
2012-07-01,19161.440000000002,19709.988390690396,-548.5483906903937,548.5483906903937,300905.3369290208,0.028627722691530157
2012-08-01,19639.92,20723.837703285542,-1083.9177032855441,1083.9177032855441,1174877.587495809,0.05518951723253171
2012-09-01,20473.88,19949.300838848,524.5791611519999,524.5791611519999,275183.29631493584,0.025621873389508967
2012-10-01,19292.470000000005,20671.286496915807,-1378.8164969158024,1378.8164969158024,1901134.932167165,0.07146915334924984
2012-11-01,19509.700000000004,19730.289855581774,-220.58985558176937,220.58985558176937,48659.884385585865,0.011306675939751473
2012-12-01,18131.810000000005,18360.093274015257,-228.28327401525166,228.28327401525166,52113.253195122474,0.012590208810662125
2013-01-01,18112.750000000004,17908.412685330895,204.3373146691083,204.3373146691083,41753.738166182186,0.011281407553745746
2013-02-01,17963.310000000005,19185.379322552166,-1222.0693225521609,1222.0693225521609,1493453.4291230973,0.06803141083420375
2013-03-01,20523.320000000003,19822.248304258566,701.071695741437,701.071695741437,491501.522569774,0.0341597604939862
2013-04-01,17419.910000000003,17872.903970068768,-452.9939700687646,452.9939700687646,205203.5369186608,0.026004380623594756
2013-05-01,19672.310000000005,20134.161831540692,-461.8518315406873,461.8518315406873,213307.11429748737,0.023477254655944683
2013-06-01,18973.890000000003,19630.505763157813,-656.6157631578099,656.6157631578099,431144.26042731304,0.034606280691930315
2013-07-01,18957.030000000002,18973.066828128944,-16.036828128941124,16.036828128941124,257.17985643719726,0.0008459567837863379
2013-08-01,20140.480000000007,19307.621525428556,832.8584745714506,832.8584745714506,693653.2386654837,0.041352464021287
2013-09-01,19319.280000000002,20655.50280925288,-1336.2228092528785,1336.2228092528785,1785491.3959676547,0.06916524887329539
2013-10-01,19189.050000000003,20152.9259311179,-963.8759311178983,963.8759311178983,929056.8105883955,0.0502305185049754
2013-11-01,18729.920000000006,18657.482533855935,72.43746614407064,72.43746614407064,5247.18650137338,0.003867473333792703
2013-12-01,18454.08000000001,18077.211133446293,376.86886655371563,376.86886655371563,142030.14257748233,0.020421980751883347
2014-01-01,17823.230000000007,17971.15474125268,-147.92474125267472,147.92474125267472,21881.729074670766,0.008299547346506479
2014-02-01,18331.980000000007,18568.25146515922,-236.27146515921413,236.27146515921413,55824.20524848174,0.01288848586782301
2014-03-01,19790.210000000006,20377.15286757352,-586.9428675735144,586.9428675735144,344501.92979542003,0.029658243524121986
2014-04-01,17211.020000000008,17392.341365745295,-181.32136574528704,181.32136574528704,32877.43767573615,0.01053518999718128
2014-05-01,19414.520000000008,19344.193759439946,70.3262405600617,70.3262405600617,4945.780111311668,0.003622352783383863
2014-06-01,19538.360000000008,19380.83419167977,157.52580832023887,157.52580832023887,24814.380286944637,0.008062386419343221
2014-07-01,18826.99000000001,19591.0155323593,-764.0255323592901,764.0255323592901,583735.0140968966,0.04058139577060856
2014-08-01,18784.640000000007,19346.506083999615,-561.8660839996082,561.8660839996082,315693.4963490548,0.029910931697365934
2014-09-01,19705.99000000001,19728.57028494727,-22.580284947260225,22.580284947260225,509.8692682994667,0.0011458589468106
2014-10-01,20020.49000000001,19627.16293171322,393.32706828678783,393.32706828678783,154706.18264707946,0.019646225855949963
2014-11-01,18382.820000000007,19458.983120304743,-1076.1631203047364,1076.1631203047364,1158127.0615040264,0.05854178631487095
2014-12-01,18807.870000000006,18584.670225770205,223.19977422980082,223.19977422980082,49818.139216234056,0.011867360537360198
2015-01-01,17290.100000000006,18076.663547326203,-786.5635473261973,786.5635473261973,618682.213982371,0.045492134072457474
2015-02-01,17172.860000000008,18026.903916070318,-854.0439160703099,854.0439160703099,729391.0105767106,0.04973218881830455
2015-03-01,18878.340000000007,19714.33283382464,-835.9928338246318,835.9928338246318,698884.0182061385,0.044283174994445035
2015-04-01,16851.410000000007,16115.609143035157,735.80085696485,735.80085696485,541402.9011102077,0.04366405285758579
2015-05-01,18349.21000000001,18687.90538164427,-338.6953816442583,338.6953816442583,114714.56154714979,0.018458308648942278
2015-06-01,17784.33000000001,18845.20536993395,-1060.8753699339395,1060.8753699339395,1125456.550532473,0.05965225397492843
2015-07-01,18211.58000000001,17637.872822687226,573.7071773127827,573.7071773127827,329139.9253002007,0.03150232859053319
2015-08-01,17690.090000000007,18295.575354936216,-605.4853549362088,605.4853549362088,366612.5150422267,0.03422737560612798
2015-09-01,18608.49000000001,19034.55523017262,-426.06523017261134,426.06523017261134,181531.5803620403,0.022896281760240146
2015-10-01,18382.100000000006,18295.936478033917,86.16352196608932,86.16352196608932,7424.152517600757,0.004687360093030137
2015-11-01,17102.88000000001,17989.498033016866,-886.6180330168572,886.6180330168572,786091.536470681,0.051840276784778754
2015-12-01,17042.610000000008,17302.871350369453,-260.2613503694447,260.2613503694447,67735.97049612686,0.015271214348591241
2016-01-01,15636.040000000006,16321.457162970053,-685.4171629700468,685.4171629700468,469796.6872939077,0.043835725859619604
2016-02-01,18192.22000000001,16221.337794118703,1970.8822058813057,1970.8822058813057,3884376.6694595614,0.10833654198780054
2016-03-01,18699.770000000008,20332.89822470248,-1633.128224702472,1633.128224702472,2667107.798319848,0.08733413430766641
2016-04-01,15621.830000000005,16238.16563741746,-616.3356374174546,616.3356374174546,379869.61795078,0.03945348511777777
2016-05-01,17847.050000000007,17946.50272630961,-99.45272630960244,99.45272630960244,9890.84477041269,0.0055725022516103445
2016-06-01,18364.300000000007,18108.856686842777,255.44331315722957,255.44331315722957,65251.28623674245,0.01390977674930324
2016-07-01,17290.510000000006,17552.86425452386,-262.35425452385607,262.35425452385607,68829.75486676826,0.015173309203942277
