,actual,forecast,error,abs_error,squared_error,abs_percentage_error
2010-03-01,1391.66,1311.9358198277243,79.72418017227574,79.72418017227574,6355.944904141484,0.057287110481206424
2010-04-01,1072.52,1138.3701439717179,-65.8501439717179,65.8501439717179,4336.241461095975,0.06139759069454919
2010-05-01,1175.65,1226.2445648217279,-50.59456482172777,50.59456482172777,2559.809989500013,0.04303539728807704
2010-06-01,1295.71,1164.9214546839369,130.78854531606316,130.78854531606316,17105.643585891907,0.10093967424505727
2010-07-01,1130.6,1202.6617569462114,-72.06175694621152,72.06175694621152,5192.896814174864,0.06373762333823768
2010-08-01,1227.51,1208.8661907777791,18.643809222220852,18.643809222220852,347.5916223145673,0.015188315551173394
2010-09-01,1379.48,1168.6471581362953,210.83284186370474,210.83284186370474,44450.48720832593,0.15283501164475363
2010-10-01,1369.6300000000003,1419.117376169935,-49.48737616993458,49.48737616993458,2449.0004001846087,0.03613193064545502
2010-11-01,1591.01,1385.7057378392203,205.30426216077967,205.30426216077967,42149.84006138215,0.12904020852212097
2010-12-01,1810.8200000000004,1607.7062848009316,203.1137151990688,203.1137151990688,41255.18130196843,0.11216670635351318
2011-01-01,1821.7000000000005,1656.3390170753678,165.3609829246327,165.3609829246327,27344.25467380067,0.09077289505661341
2011-02-01,1938.7300000000002,1874.1041216292158,64.62587837078445,64.62587837078445,4176.5041551954255,0.03333413026609401
2011-03-01,2364.840000000001,1934.9788680420831,429.8611319579179,429.8611319579179,184780.59276814252,0.1817717612852953
2011-04-01,1615.6600000000005,1904.4486501972156,-288.788650197215,288.788650197215,83398.88448272942,0.17874345480931317
2011-05-01,2052.190000000001,1951.7988459468527,100.39115405314828,100.39115405314828,10078.383812122951,0.04891903481312561
2011-06-01,1848.5600000000009,1897.4417943521046,-48.881794352103725,48.881794352103725,2389.4298190813597,0.026443174336837162
2011-07-01,1899.1000000000008,1938.091969389324,-38.99196938932323,38.99196938932323,1520.37367685792,0.020531814748735302
2011-08-01,2067.7400000000007,1949.5466444306226,118.19335556937813,118.19335556937813,13969.669300749447,0.0571606466815838
2011-09-01,1821.4600000000007,1902.3611800363449,-80.90118003634416,80.90118003634416,6545.000931272971,0.044415567751333616
2011-10-01,1950.8100000000004,2111.207087908061,-160.3970879080607,160.3970879080607,25727.225809386156,0.08222076363564913
2011-11-01,1691.9300000000007,1922.1512007437304,-230.2212007437297,230.2212007437297,53001.80127188469,0.13607016882715572
2011-12-01,1664.1000000000006,1884.373851349176,-220.2738513491754,220.2738513491754,48520.569588198625,0.1323681577724748
2012-01-01,1419.2600000000007,1589.724486132859,-170.46448613285838,170.46448613285838,29058.141032539468,0.12010800426479877
2012-02-01,1639.1700000000008,1510.090818375413,129.07918162458782,129.07918162458782,16661.43512887333,0.0787466715621856
2012-03-01,1440.1300000000006,1539.594688338608,-99.4646883386074,99.4646883386074,9893.224226296303,0.06906646506815868
2012-04-01,1382.6800000000003,1318.0485783091394,64.63142169086086,64.63142169086086,4177.22066978188,0.04674358614492207
2012-05-01,1573.2500000000007,1561.2148162117978,12.035183788202858,12.035183788202858,144.84564881582088,0.007649886405976706
2012-06-01,1182.8100000000004,1504.7251525847767,-321.91515258477625,321.91515258477625,103629.36546367977,0.27216133832549283
2012-07-01,1403.2500000000007,1274.9727939714319,128.2772060285688,128.2772060285688,16455.04158649589,0.0914143638186843
2012-08-01,1405.5700000000006,1461.3162996690928,-55.746299669092195,55.746299669092195,3107.6499267962286,0.039660991390746934
2012-09-01,1210.0100000000007,1276.7632815044965,-66.75328150449582,66.75328150449582,4456.000591618464,0.05516754531325838
2012-10-01,1600.7900000000009,1488.0764750799633,112.71352492003757,112.71352492003757,12704.33869989993,0.07041118755117005
2012-11-01,1481.3700000000008,1586.4678981739505,-105.09789817394972,105.09789817394972,11045.568200581904,0.07094641998551993
2012-12-01,1451.680000000001,1602.907604916918,-151.22760491691702,151.22760491691702,22869.788488907143,0.10417420155744855
2013-01-01,1609.9000000000012,1468.2792911512292,141.62070884877198,141.62070884877198,20056.425174828644,0.08796863708849735
2013-02-01,1450.240000000001,1588.5381040782572,-138.2981040782563,138.2981040782563,19126.365591640213,0.09536221872121595
2013-03-01,1551.4500000000012,1441.1752616265799,110.27473837342131,110.27473837342131,12160.517923326519,0.07107849970893115
2013-04-01,1280.510000000001,1402.3415385234582,-121.83153852345731,121.83153852345731,14842.923778992663,0.09514298093998268
2013-05-01,1309.9400000000012,1463.5136420923138,-153.57364209231264,153.57364209231264,23584.86354549774,0.11723715749752851
2013-06-01,1146.4100000000012,1238.1286798832282,-91.71867988322697,91.71867988322697,8412.316239521864,0.08000512895319029
2013-07-01,1395.9600000000014,1334.51303104784,61.44696895216134,61.44696895216134,3775.72999340788,0.044017714656695954
2013-08-01,1283.7800000000013,1297.595745558077,-13.815745558075605,13.815745558075605,190.8748253254858,0.010761770364139955
2013-09-01,1286.9000000000015,1229.2961989382693,57.603801061732156,57.603801061732156,3318.1978967596147,0.04476167616888033
2013-10-01,1524.8100000000015,1542.2266287091272,-17.41662870912569,17.41662870912569,303.33895559154115,0.01142216322632044
2013-11-01,1413.2600000000016,1313.2554265084752,100.00457349152634,100.00457349152634,10000.914719222093,0.07076162453584353
2013-12-01,1797.7600000000018,1684.49338393101,113.26661606899188,113.26661606899188,12829.32631572041,0.06300430317116398
2014-01-01,1524.2800000000016,1642.3460616508664,-118.06606165086487,118.06606165086487,13939.594913745823,0.07745693812873275
2014-02-01,1501.8700000000017,1483.1689434941914,18.701056505810357,18.701056505810357,349.72951443351184,0.012451847700407049
2014-03-01,1445.890000000002,1627.0501382256896,-181.16013822568766,181.16013822568766,32818.99568195026,0.12529316768612234
2014-04-01,1194.3800000000015,1390.1898734141143,-195.80987341411287,195.80987341411287,38341.50652645091,0.16394269278965876
2014-05-01,1308.3800000000017,1284.3726884334783,24.007311566523413,24.007311566523413,576.3510086521288,0.018348883020623506
2014-06-01,1320.7000000000016,1313.460869133302,7.239130866699725,7.239130866699725,52.405015705204704,0.0054812833093811734
2014-07-01,1366.700000000002,1379.8283441833253,-13.128344183323179,13.128344183323179,172.35342099579555,0.009605871210450838
2014-08-01,1428.060000000002,1330.0792832894947,97.9807167105073,97.9807167105073,9600.220847104683,0.06861106445843113
2014-09-01,1297.150000000002,1388.295930271527,-91.145930271525,91.145930271525,8307.580605061697,0.07026629940371189
2014-10-01,1445.450000000002,1465.0866572700788,-19.63665727007674,19.63665727007674,385.5983087424577,0.0135851515238
2014-11-01,1182.390000000002,1261.2677171535659,-78.87771715356394,78.87771715356394,6221.694263357635,0.06671040617187544
2014-12-01,1667.0900000000022,1486.5405492605878,180.5494507394144,180.5494507394144,32598.104162304226,0.10830216169457807
2015-01-01,1175.5900000000015,1334.2589301534947,-158.6689301534932,158.6689301534932,25175.8293960541,0.13496961538758664
2015-02-01,1209.1800000000017,1277.3615696514582,-68.18156965145658,68.18156965145658,4648.7264401364255,0.05638661708881762
2015-03-01,1317.340000000002,1382.5630489929135,-65.22304899291157,65.22304899291157,4254.046119931743,0.04951117326803367
2015-04-01,1129.3600000000013,1198.0670128639827,-68.70701286398139,68.70701286398139,4720.653616691304,0.06083712267477272
2015-05-01,1401.2100000000019,1239.0386388560282,162.17136114397363,162.17136114397363,26299.55037528912,0.11573665699215208
2015-06-01,1244.660000000002,1306.2722418457283,-61.61224184572643,61.61224184572643,3796.068345256283,0.04950126287156841
2015-07-01,1281.5200000000016,1263.669649718336,17.85035028166567,17.85035028166567,318.63500517816163,0.013929045416119645
2015-08-01,1287.8000000000015,1358.4422932637485,-70.64229326374698,70.64229326374698,4990.333597561232,0.054855018841238466
2015-09-01,1103.8700000000015,1253.7689024736749,-149.8989024736734,149.8989024736734,22469.680962811846,0.13579398160442188
2015-10-01,1265.3400000000015,1174.20310074686,91.13689925314156,91.13689925314156,8305.934405477276,0.07202562098182422
2015-11-01,1072.0500000000013,1257.5772452580525,-185.52724525805115,185.52724525805115,34420.35873304107,0.17305838837558968
2015-12-01,1337.1300000000017,1236.7170522944689,100.41294770553282,100.41294770553282,10082.760066914068,0.07509587527430593
2016-01-01,1127.3900000000015,1139.6151691927296,-12.225169192728117,12.225169192728117,149.45476179082866,0.010843780051914689
2016-02-01,1053.4500000000014,1194.0879639196853,-140.6379639196839,140.6379639196839,19779.03689547431,0.13350226771055457
2016-03-01,1210.3200000000018,1183.9497520166387,26.370247983363015,26.370247983363015,695.3899787040611,0.021787831303591593
2016-04-01,1138.9600000000016,1113.5860238132782,25.37397618672344,25.37397618672344,643.8386675244082,0.02227819781794216
2016-05-01,1179.680000000002,1182.5362164282644,-2.8562164282623144,2.8562164282623144,8.157972285075532,0.002421178987744396
2016-06-01,1059.2100000000016,1094.264559358952,-35.05455935895043,35.05455935895043,1228.822131850179,0.03309500416248938
2016-07-01,899.5600000000013,1110.094295196512,-210.53429519651058,210.53429519651058,44324.68945389146,0.23404141491007857
2016-08-01,1141.3400000000015,1053.2478974642397,88.0921025357618,88.0921025357618,7760.21852917117,0.07718305021795581
2016-09-01,1167.0500000000015,998.9009086054291,168.14909139457245,168.14909139457245,28274.11693682028,0.14408045190400773
2016-10-01,1134.1100000000015,1134.7463163544103,-0.6363163544087911,0.6363163544087911,0.4048985028880942,0.000561071108101322
2016-11-01,1330.890000000002,1254.4535604829205,76.43643951708145,76.43643951708145,5842.5292860484515,0.05743257483118916
2016-12-01,1467.3900000000024,1376.025153164009,91.36484683599338,91.36484683599338,8347.53523736453,0.06226350652246044
2017-01-01,1276.9000000000021,1306.0000156476308,-29.100015647628652,29.100015647628652,846.8109106922324,0.022789580740565904
2017-02-01,1415.4000000000024,1397.6832993346059,17.716700665396502,17.716700665396502,313.88148246726087,0.012517098110355004
2017-03-01,1589.0200000000027,1454.0853798174342,134.93462018256855,134.93462018256855,18207.351723814038,0.08491687970105369
2017-04-01,1354.1500000000024,1593.6283343986167,-239.47833439861438,239.47833439861438,57349.872646334574,0.17684771583547906
2017-05-01,1445.7100000000025,1478.3158461061278,-32.60584610612523,32.60584610612523,1063.1412002963216,0.02255351772217469
2017-06-01,1279.0100000000018,1279.0125406356565,-0.002540635654668222,0.002540635654668222,6.4548295297714245e-06,1.9864079676220033e-06
2017-07-01,1401.8900000000021,1422.5723702765401,-20.682370276537995,20.682370276537995,427.76044025582235,0.014753204799619059
2017-08-01,1489.5400000000025,1511.4291756505154,-21.889175650512925,21.889175650512925,479.1360106590079,0.014695258704373758
2017-09-01,1317.860000000002,1182.7960529625998,135.06394703740216,135.06394703740216,18242.269789322174,0.10248732569271543
2017-10-01,1268.6300000000022,1365.6294750972818,-96.99947509727963,96.99947509727963,9408.898169147771,0.07646001994062844
2017-11-01,1677.7900000000027,1332.1985483969413,345.5914516030614,345.5914516030614,119433.45142111112,0.20598015937814676
2017-12-01,1544.9000000000026,1573.9782721169668,-29.078272116964172,29.078272116964172,845.545909308216,0.018822106360906286
2018-01-01,1425.6800000000019,1511.7848637960258,-86.10486379602389,86.10486379602389,7414.047569331826,0.06039564544359448
2018-02-01,1358.5800000000017,1479.7550028506844,-121.17500285068263,121.17500285068263,14683.381315862944,0.08919239415469275
2018-03-01,1325.0200000000018,1413.3769571679916,-88.35695716798978,88.35695716798978,7806.95187998598,0.06668348943260453
2018-04-01,1586.3700000000022,1624.5073459659238,-38.13734596592167,38.13734596592167,1454.4571573244018,0.02404063740862574
2018-05-01,1458.9800000000023,1555.303901013961,-96.32390101395868,96.32390101395868,9278.293906546909,0.06602139920626639
2018-06-01,1376.9900000000018,1255.2868798547236,121.70312014527826,121.70312014527826,14811.649453096035,0.08838344515594021
2018-07-01,1330.750000000002,1460.4534441174274,-129.7034441174253,129.7034441174253,16822.98341592207,0.09746642428512126
2018-08-01,1557.9900000000023,1477.5079449173666,80.48205508263572,80.48205508263572,6477.361190324411,0.051657619806696836
2018-09-01,1291.0500000000018,1224.7235441459975,66.32645585400428,66.32645585400428,4399.198746153179,0.05137404117114301
2018-10-01,1366.6900000000019,1379.626905364233,-12.936905364231052,12.936905364231052,167.36352040307017,0.009465866702932658
2018-11-01,1367.390000000002,1352.7264306043357,14.663569395666173,14.663569395666173,215.0202674215176,0.010723765272282342
2018-12-01,1349.3400000000017,1459.687062930291,-110.34706293028921,110.34706293028921,12176.474297341207,0.08177854575591702
2019-01-01,1337.230000000002,1286.02255001138,51.2074499886221,51.2074499886221,2622.2029343372337,0.03829367422853363
2019-02-01,1203.5900000000015,1360.5740714686024,-156.98407146860086,156.98407146860086,24643.998694858783,0.1304298569019356
2019-03-01,1403.320000000002,1362.7946553789832,40.5253446210188,40.5253446210188,1642.3035566523376,0.028878192159321286
2019-04-01,1651.8800000000026,1667.2342173760542,-15.354217376051565,15.354217376051565,235.7519912310438,0.00929499562683218
2019-05-01,1363.620000000002,1560.509951338509,-196.889951338507,196.889951338507,38765.65293807965,0.14438769696726853
2019-06-01,1191.5300000000018,1244.7434243847654,-53.213424384763584,53.213424384763584,2831.6685347529515,0.04465974367809749
2019-07-01,1373.9000000000021,1275.38479550669,98.51520449331224,98.51520449331224,9705.245516359128,0.07170478527790385
2019-08-01,1421.7800000000018,1307.056399723034,114.72360027696777,114.72360027696777,13161.50446050948,0.0806901210292504
2019-09-01,1037.5400000000013,1163.3742508780726,-125.83425087807132,125.83425087807132,15834.258694045391,0.1212813490352865
2019-10-01,1101.5600000000013,1143.3284426817975,-41.76844268179616,41.76844268179616,1744.602804062491,0.03791753756653846
2019-11-01,1140.5200000000016,1112.3390467369622,28.180953263039328,28.180953263039328,794.166126813607,0.024708863731490276
2019-12-01,1161.4000000000017,1222.67790746532,-61.27790746531832,61.27790746531832,3754.981943328115,0.052762103896433814
2020-01-01,1146.5400000000016,1136.7701380982057,9.76986190179582,9.76986190179582,95.45020158016145,0.008521169694730064
2020-02-01,1130.2400000000016,1098.041703044124,32.198296955877595,32.198296955877595,1036.7303268588764,0.028488017550146474
2020-03-01,1348.660000000002,1260.349957684109,88.31004231589282,88.31004231589282,7798.6635738347795,0.06547984096502654
2020-04-01,1679.2200000000025,1707.1447968163677,-27.924796816365188,27.924796816365188,779.7942772352793,0.016629623763631415
2020-05-01,1721.2700000000025,1596.4263094702317,124.84369052977081,124.84369052977081,15585.947065093185,0.07252998688745556
2020-06-01,988.1600000000017,1525.2017700081897,-537.041770008188,537.041770008188,288413.8627335275,0.5434765321488292
2020-07-01,1153.9500000000019,1127.3193174585401,26.630682541461738,26.630682541461738,709.193252624115,0.023077847862959137
2020-08-01,1139.230000000002,1068.292539112812,70.93746088719013,70.93746088719013,5032.123357121629,0.06226790102717625
2020-09-01,1225.5200000000023,966.338196778108,259.18180322189426,259.18180322189426,67175.20712135271,0.2114872080601653
2020-10-01,1092.2200000000018,1225.0699936252859,-132.84999362528401,132.84999362528401,17649.120806238003,0.12163299850330866
2020-11-01,1282.340000000002,1204.454492397659,77.88550760234307,77.88550760234307,6066.15229447464,0.060737017953384397
2020-12-01,1356.3400000000022,1304.8041644604098,51.535835539592426,51.535835539592426,2655.942344763918,0.03799625133785949
2021-01-01,1337.1600000000024,1239.9488180542514,97.21118194575092,97.21118194575092,9450.01389528989,0.0726997382106485
2021-02-01,1399.8100000000024,1223.937224605431,175.87277539457136,175.87277539457136,30931.233124989347,0.1256404622017067
2021-03-01,1459.4300000000026,1536.386087886244,-76.95608788624145,76.95608788624145,5922.239462754917,0.05273023569903408
2021-04-01,1926.8200000000031,1901.0960439950175,25.723956004985666,25.723956004985666,661.7219125464381,0.013350471764350393
2021-05-01,2065.3800000000037,1767.5330515895073,297.84694841049645,297.84694841049645,88712.80467744493,0.1442092730686343
2021-06-01,1703.3000000000031,1991.299025220034,-287.99902522003094,287.99902522003094,82943.43852768802,0.1690829714202022
2021-07-01,1800.2800000000027,1701.7972392952793,98.48276070472343,98.48276070472343,9698.854156023817,0.054704135303799015
2021-08-01,1845.970000000003,1749.8062705189614,96.16372948104163,96.16372948104163,9247.462867702954,0.05209387448389815
2021-09-01,1389.190000000002,1403.2680140311459,-14.078014031143766,14.078014031143766,198.19047906108077,0.010133973057064725
